,Unnamed: 0,index,location,beer_name,beer_id,style,brewery_name,count,cumulated_rating,normalized_rating,neg_words,pos_words
196,196,1586243,"United States, Oregon",Hair of the Dog Matt,99157,American Strong Ale,Hair of the Dog Brewing Company,16,68.03508924001451,4.252193077500907,1.5713845704929723,3.3416603174088544
197,197,1609158,"United States, Pennsylvania",De Dolle Stille Nacht Reserva 2000,19633,Belgian Strong Ale,De Dolle Brouwers,11,49.31109023135386,4.482826384668533,1.787419077368826,3.1878491556883515
198,198,1641550,"United States, Rhode Island",Chimay Bleue (Blue) / Grande Réserve,53,Belgian Strong Ale,Chimay,11,44.98551444760041,4.089592222509128,2.103429938846052,3.641052911459718
199,199,1646082,"United States, South Carolina",Goose Island Bourbon County Stout,8909,Imperial Stout,Goose Island Beer Company &#40;AB-InBev&#41;,11,46.256325489612216,4.205120499055656,1.8189861628525807,3.821979776476849
200,200,1650999,"United States, South Dakota",No beer with enough votes,-1,-,-,1,2.881897324460309,0.0,1.338801261829653,2.5097791798107254
201,201,1670792,"United States, Tennessee",Westvleteren 12 (XII),4934,Abt/Quadrupel,Westvleteren Abdij St. Sixtus,24,104.50632295733544,4.3544301232223095,1.6294026164120392,2.9629677065227336
202,202,1694764,"United States, Texas",Närke Kaggen Stormaktsporter,58057,Imperial Stout,Närke Kulturbryggeri,11,47.5339564344007,4.3212687667637,1.4510006751692568,2.6054781623007788
203,203,1710765,"United States, Utah",Guinness Draught,1267,Dry Stout,St. Jamess Gate (Diageo),11,43.21189876485626,3.928354433168751,1.2356456432205445,2.747314867156585
204,204,1715827,"United States, Vermont",Alchemist Heady Topper,32329,Imperial IPA,The Alchemist,22,86.0804744440668,3.9127488383666726,2.6582401555663586,5.816723383568303
205,205,1725426,"United States, Virginia",AleSmith Speedway Stout - Bourbon Barrel Aged,28173,Imperial Stout,AleSmith Brewing Company,13,57.11474290304782,4.393441761772909,1.6484380742374127,3.086016170525542
206,206,1771040,"United States, Washington",Goose Island Bourbon County Stout - Rare 2010,116684,Imperial Stout,Goose Island Beer Company &#40;AB-InBev&#41;,16,68.35839786930808,4.272399866831755,1.7717139924734862,3.6311666096476234
207,207,1799889,"United States, West Virginia",Great Lakes Edmund Fitzgerald Porter,1226,Porter,Great Lakes Brewing &#40;Ohio&#41;,12,48.12259406869652,4.0102161723913765,1.20343878954608,2.5281980742778543
208,208,1829695,"United States, Wisconsin",Westvleteren 12 (XII),4934,Abt/Quadrupel,Westvleteren Abdij St. Sixtus,46,198.7569806865734,4.320803927968987,1.929131851914767,3.515336185754175
209,209,1830599,"United States, Wyoming",No beer with enough votes,-1,-,-,1,3.9892557326439424,0.0,2.2034334763948498,4.937339055793991
210,210,1891799,Unknown,Ølfabrikken Porter,52649,Baltic Porter,Bryggeriet Ølfabrikken (Gourmetbryggeriet - Harboe),12,49.66172100707475,4.138476750589563,Unknown,Unknown
211,211,1891923,Uruguay,No beer with enough votes,-1,-,-,1,2.604897996503321,0.0,0.3734177215189873,0.7468354430379747
212,212,1892056,Uzbekistan,No beer with enough votes,-1,-,-,1,3.2855431577936427,0.0,0.3333333333333333,2.0
213,213,1892059,Vanuatu,No beer with enough votes,-1,-,-,1,3.2855431577936427,0.0,2.5,2.0
214,214,1892061,Vatican City,No beer with enough votes,-1,-,-,1,3.2855431577936427,0.0,0.0,3.0
215,215,1892064,Venezuela,No beer with enough votes,-1,-,-,1,3.269741044441097,0.0,5.242890995260663,7.197472353870458
216,216,1894558,Vietnam,No beer with enough votes,-1,-,-,1,2.013320935571421,0.0,1.9230769230769231,3.4871794871794872
217,217,1894593,Virgin Islands (British),No beer with enough votes,-1,-,-,1,3.2855431577936427,0.0,3.0,11.0
218,218,1894594,Virgin Islands (U.S.),No beer with enough votes,-1,-,-,1,3.2855431577936427,0.0,0.9743589743589745,3.076923076923077
219,219,1894633,Wales,No beer with enough votes,-1,-,-,1,2.835543157793643,0.0,1.4050073637702505,3.2533136966126657
220,220,1895798,Yemen,No beer with enough votes,-1,-,-,1,3.335543157793643,0.0,7.5,0.0
221,221,1895800,Zambia,No beer with enough votes,-1,-,-,1,3.2855431577936427,0.0,3.5,3.5
222,222,1895802,Zimbabwe,No beer with enough votes,-1,-,-,1,3.435543157793642,0.0,1.3333333333333333,2.333333333333333
