,Unnamed: 0,index,location,beer_name,beer_id,style,brewery_name,count,cumulated_rating,normalized_rating,neg_words,pos_words
21,21,68314,Bosnia and Herzegovina,No beer with enough votes,-1,-,-,1,3.835543157793643,0.0,0.6620689655172414,1.3655172413793104
22,22,68436,Botswana,No beer with enough votes,-1,-,-,1,3.2855431577936427,0.0,0.1428571428571428,3.2857142857142856
23,23,72483,Brazil,Westvleteren Extra 8,4935,Belgian Strong Ale,Westvleteren Abdij St. Sixtus,11,47.19660524387495,4.2906004767159045,0.509857766511759,1.1394169835234471
24,24,72622,Bulgaria,No beer with enough votes,-1,-,-,1,4.153511907793643,0.0,0.8664987405541562,2.0125944584382878
25,25,72965,Burkina Faso,No beer with enough votes,-1,-,-,1,1.3355431577936423,0.0,0.0,2.0
26,26,72967,Burundi,No beer with enough votes,-1,-,-,1,3.2855431577936427,0.0,1.0,3.0
27,27,72968,Cambodia,No beer with enough votes,-1,-,-,1,3.5550088066486047,0.0,2.1009127789046653,4.240872210953347
28,28,96817,Canada,De Dolle Speciaal Brouwsel 20,8147,Sour Red/Brown,De Dolle Brouwers,14,62.701403774848174,4.478671698203441,1.7526395026953523,3.170998980136953
29,29,158438,Cayman Islands,No beer with enough votes,-1,-,-,1,4.300927773178258,0.0,0.6363636363636364,2.4545454545454546
30,30,159527,Chile,Kunstmann Torobayo Pale Ale,7122,English Pale Ale,Cervecería Kunstmann,12,44.90140779593374,3.741783982994479,2.086968375136314,3.936477644492912
31,31,160368,China,No beer with enough votes,-1,-,-,1,2.6547739270244124,0.0,1.21306032097399,1.8029883785279468
32,32,162002,Colombia,No beer with enough votes,-1,-,-,1,3.127411669904369,0.0,1.2410714285714286,3.7291666666666665
33,33,162317,Costa Rica,No beer with enough votes,-1,-,-,1,3.5355431577936427,0.0,1.1428571428571428,2.952380952380953
34,34,163533,Croatia,Bevog Rudeen Black IPA,317259,Black IPA,Bevog Brewery,11,48.82452331193498,4.438593028357726,1.93302946443106,2.5192251342992025
35,35,174306,Cuba,No beer with enough votes,-1,-,-,1,3.2855431577936427,0.0,Unknown,Unknown
36,36,175099,Cyprus,KEO,10508,Pale Lager,KEO,13,32.14473801248048,2.4726721548061907,1.079503105590062,1.7469979296066254
37,37,185561,Czech Republic,Rochefort Trappistes 10,2360,Abt/Quadrupel,Brasserie Rochefort,12,51.397201781931166,4.283100148494264,1.3276585636234064,2.065523794441365
38,38,189112,Dem Rep of Congo,No beer with enough votes,-1,-,-,1,3.2855431577936427,0.0,1.5,3.5
39,39,238133,Denmark,Närke Kaggen Stormaktsporter,58057,Imperial Stout,Närke Kulturbryggeri,49,227.51999340081665,4.643265171445237,1.487216837544587,2.210909211637544
40,40,265020,Dominican Republic,No beer with enough votes,-1,-,-,1,2.929385522325663,0.0,0.1576576576576576,0.0951576576576576
41,41,266732,East Timor,No beer with enough votes,-1,-,-,1,0.8188764911269757,0.0,3.0,3.6666666666666665
42,42,266735,Ecuador,No beer with enough votes,-1,-,-,1,4.940197812448298,0.0,1.1018518518518516,2.384259259259259
43,43,267103,Egypt,No beer with enough votes,-1,-,-,1,3.2855431577936427,0.0,0.4,2.0
44,44,267108,El Salvador,No beer with enough votes,-1,-,-,1,5.0,0.0,0.6924564796905223,1.5686653771760155
45,45,337495,England,Shepherd Neame / Stone California Double IPA,85733,India Pale Ale (IPA),Shepherd Neame,22,98.3269339081973,4.4694060867362415,1.727494074652449,2.984894406379509
46,46,370526,Estonia,Rochefort Trappistes 10,2360,Abt/Quadrupel,Brasserie Rochefort,21,91.01590683150984,4.334090801500469,2.0707684391759518,3.1450594684451127
47,47,375879,Falkland Islands,No beer with enough votes,-1,-,-,1,3.2855431577936427,0.0,2.0,5.0
48,48,375880,Faroe Islands,No beer with enough votes,-1,-,-,1,3.2721265711782093,0.0,1.765963026091517,3.5282548839648618
49,49,385335,Fiji Islands,No beer with enough votes,-1,-,-,1,2.818876491126976,0.0,1.0,3.0
50,50,412362,Finland,Närke Kaggen Stormaktsporter,58057,Imperial Stout,Närke Kulturbryggeri,16,73.1631853873581,4.572699086709881,1.5216412048100112,2.219642160659646
51,51,439121,France,Struise Cuvée Delphine,94955,Imperial Stout,De Struise Brouwers,15,62.94033021384704,4.196022014256469,0.9544058994003042,1.6232819718229032
52,52,440902,French Guiana,No beer with enough votes,-1,-,-,1,0.8219067941572789,0.0,0.6666666666666666,0.3333333333333333
53,53,459868,Germany,Goose Island Bourbon County Stout,8909,Imperial Stout,Goose Island Beer Company &#40;AB-InBev&#41;,19,84.24458908628736,4.433925741383545,1.2542733142003717,1.8849915493485276
54,54,495299,Ghana,No beer with enough votes,-1,-,-,1,4.118876491126976,0.0,2.0,4.25
55,55,499061,Greece,Rochefort Trappistes 10,2360,Abt/Quadrupel,Brasserie Rochefort,11,46.53639966710099,4.230581787918272,1.4873714796602593,2.5400089405453734
56,56,500343,Greenland,No beer with enough votes,-1,-,-,1,3.671950924783934,0.0,0.0032573289902279,0.019543973941368
57,57,500652,Guam,No beer with enough votes,-1,-,-,1,3.677601981323055,0.0,0.7991452991452992,2.3846153846153846
58,58,501098,Guatemala,No beer with enough votes,-1,-,-,1,4.520728342978828,0.0,1.2560975609756098,2.073170731707317
59,59,501177,Haiti,No beer with enough votes,-1,-,-,1,3.2855431577936427,0.0,1.0,2.0
60,60,501178,Hawaii,No beer with enough votes,-1,-,-,1,3.2855431577936427,0.0,1.0,3.5
61,61,501180,Honduras,No beer with enough votes,-1,-,-,1,3.298876491126977,0.0,2.1333333333333333,4.333333333333333
62,62,501195,Hong Kong,No beer with enough votes,-1,-,-,1,3.193550970293643,0.0,5.774423171330388,10.776386843397152
63,63,511688,Hungary,Westvleteren 12 (XII),4934,Abt/Quadrupel,Westvleteren Abdij St. Sixtus,12,55.49298331599029,4.624415276332525,1.0732415709054173,1.8690070295070929
64,64,512080,Iceland,No beer with enough votes,-1,-,-,1,4.019780883891834,0.0,1.280667320902846,2.20215897939156
65,65,514305,India,No beer with enough votes,-1,-,-,1,1.6120000342505194,0.0,1.0108695652173914,2.739130434782609
66,66,515207,Indonesia,No beer with enough votes,-1,-,-,1,3.024069727841952,0.0,0.7069988137603797,0.5290628706998813
67,67,516054,Iran,No beer with enough votes,-1,-,-,1,3.2855431577936427,0.0,0.0,3.0
68,68,516055,Iraq,No beer with enough votes,-1,-,-,1,3.785543157793642,0.0,1.75,1.5
69,69,523139,Ireland,Westvleteren 12 (XII),4934,Abt/Quadrupel,Westvleteren Abdij St. Sixtus,15,66.42943596069006,4.428629064046004,1.911505712830216,3.615894039735099
70,70,523551,Isle of Man,No beer with enough votes,-1,-,-,1,1.7215431577936426,0.0,1.0895522388059702,2.029850746268657
71,71,526843,Israel,Chouffe Houblon Dobbelen IPA Tripel,56757,Imperial IPA,Brasserie dAchouffe  (Duvel-Moortgat),11,44.64054147840707,4.058231043491552,1.6567925420522869,1.9603458758359795
72,72,557775,Italy,Westvleteren Extra 8,4935,Belgian Strong Ale,Westvleteren Abdij St. Sixtus,37,156.29800738855897,4.224270469961053,0.9958866544789764,1.8464604915701808
73,73,558601,Ivory Coast,No beer with enough votes,-1,-,-,1,3.2855431577936427,0.0,Unknown,Unknown
74,74,558602,Jamaica,No beer with enough votes,-1,-,-,1,3.2855431577936427,0.0,3.0,6.0
75,75,570896,Japan,Rochefort Trappistes 10,2360,Abt/Quadrupel,Brasserie Rochefort,15,63.07222423365334,4.204814948910222,1.5730808376769576,3.5325232088332355
76,76,575547,Jersey,No beer with enough votes,-1,-,-,1,4.368876491126976,0.0,1.684782608695652,2.9239130434782608
77,77,575639,Jordan,No beer with enough votes,-1,-,-,1,3.2855431577936427,0.0,1.125,2.375
78,78,575647,Kazakhstan,No beer with enough votes,-1,-,-,1,4.736894509144994,0.0,1.3142857142857145,2.685714285714285
79,79,575684,Kenya,No beer with enough votes,-1,-,-,1,3.2855431577936427,0.0,1.0,2.6
80,80,575694,Kosovo,No beer with enough votes,-1,-,-,1,3.2855431577936427,0.0,1.5,2.0
81,81,575696,Kyrgyzstan,No beer with enough votes,-1,-,-,1,3.2855431577936427,0.0,1.0,4.0
82,82,575697,Laos,No beer with enough votes,-1,-,-,1,4.050249040146584,0.0,1.8888888888888888,3.333333333333333
83,83,577750,Latvia,Malduguns Lauvas Pacietība,245966,Imperial IPA,Malduguns,13,49.86710553551541,3.835931195039647,1.7865186615186617,2.7578828828828827
84,84,579071,Lebanon,No beer with enough votes,-1,-,-,2,7.808586315587285,0.0,1.25,4.166666666666667
85,85,579103,Lesotho,No beer with enough votes,-1,-,-,1,3.2855431577936427,0.0,0.0,2.0
86,86,579104,Liechtenstein,No beer with enough votes,-1,-,-,1,3.9855431577936415,0.0,0.6,2.6
87,87,579109,Lithuania,No beer with enough votes,-1,-,-,1,3.455083387678701,0.0,1.625106022052587,2.99618320610687
88,88,580811,Luxembourg,No beer with enough votes,-1,-,-,1,3.899320102498423,0.0,1.7074960127591707,3.47177033492823
89,89,583600,Macau,No beer with enough votes,-1,-,-,1,3.135543157793643,0.0,2.0,3.5
90,90,583602,Macedonia,No beer with enough votes,-1,-,-,1,2.8633209355714206,0.0,1.162790697674419,2.9302325581395348
91,91,583639,Malaysia,No beer with enough votes,-1,-,-,1,3.264196209094396,0.0,2.8635463100544825,2.6970034670629026
92,92,591889,Malta,No beer with enough votes,-1,-,-,1,3.2855431577936427,0.0,0.4,2.4
93,93,591903,Marshall Islands,No beer with enough votes,-1,-,-,1,3.836857666070176,0.0,0.8392156862745098,1.1284313725490196
94,94,592930,Mauritius,No beer with enough votes,-1,-,-,2,5.494697426698396,0.0,1.0,1.3571428571428572
95,95,595126,Mexico,Het Anker Gouden Carolus Classic,4637,Belgian Strong Ale,Brouwerij Het Anker,14,56.7516380492758,4.053688432091128,1.097563902556102,2.324252970118805
96,96,597993,Micronesia,No beer with enough votes,-1,-,-,1,3.2855431577936427,0.0,2.0,2.0
97,97,597994,Moldova,No beer with enough votes,-1,-,-,1,3.566886441375732,0.0,1.9110453648915189,2.3577909270216963
98,98,601539,Monaco,No beer with enough votes,-1,-,-,1,1.9855431577936429,0.0,1.0,1.1666666666666667
99,99,601545,Mongolia,No beer with enough votes,-1,-,-,1,3.3355431577936425,0.0,Unknown,Unknown
100,100,601547,Montenegro,No beer with enough votes,-1,-,-,1,3.8105431577936426,0.0,0.5555555555555556,1.7777777777777777
101,101,601564,Montserrat,No beer with enough votes,-1,-,-,1,3.885543157793643,0.0,1.0714285714285714,2.5
102,102,601578,Morocco,No beer with enough votes,-1,-,-,1,3.3255431577936423,0.0,0.4166666666666667,1.75
103,103,601590,Mozambique,No beer with enough votes,-1,-,-,1,3.622100697476183,0.0,0.7502507522567703,1.9914744232698092
104,104,603607,Nagorno-Karabakh,No beer with enough votes,-1,-,-,1,3.2855431577936427,0.0,1.0,1.0
105,105,603608,Namibia,No beer with enough votes,-1,-,-,1,3.385543157793643,0.0,0.4666666666666667,1.5333333333333334
106,106,603623,Nepal,No beer with enough votes,-1,-,-,1,4.735543157793643,0.0,0.6923076923076923,2.3076923076923075
107,107,630443,Netherlands,Närke Kaggen Stormaktsporter,58057,Imperial Stout,Närke Kulturbryggeri,19,86.41353769884408,4.548080931518109,1.5850678214241618,2.30508616584058
108,108,654441,New Zealand,Westvleteren 12 (XII),4934,Abt/Quadrupel,Westvleteren Abdij St. Sixtus,13,56.2401431169606,4.326164855150815,1.621313073860405,3.0615909644917525
109,109,654896,Nicaragua,No beer with enough votes,-1,-,-,1,3.2855431577936427,0.0,0.0,0.0
110,110,654899,Nigeria,No beer with enough votes,-1,-,-,1,2.818876491126976,0.0,1.4,4.4
111,111,654904,Norfolk Island,No beer with enough votes,-1,-,-,1,4.029987602238087,0.0,0.1818181818181818,0.1136363636363636
112,112,654953,North Korea,No beer with enough votes,-1,-,-,1,3.456221123895338,0.0,1.221070811744387,2.1364421416234887
113,113,655543,Northern Ireland,No beer with enough votes,-1,-,-,1,3.140875903496595,0.0,1.4113023157000213,2.094327597195666
114,114,686101,Norway,Närke Kaggen Stormaktsporter,58057,Imperial Stout,Närke Kulturbryggeri,19,88.65960683001228,4.666295096316436,1.644737041241014,2.613827721024089
115,115,700870,Oman,No beer with enough votes,-1,-,-,1,1.6764522487027336,0.0,1.0,2.0
116,116,700881,Pakistan,No beer with enough votes,-1,-,-,1,3.355543157793642,0.0,1.3333333333333333,3.592592592592593
117,117,700909,Palestine,No beer with enough votes,-1,-,-,1,1.5055431577936425,0.0,0.375,2.375
118,118,700917,Panama,No beer with enough votes,-1,-,-,1,3.2392621660581056,0.0,1.0116279069767442,3.101744186046512
119,119,701213,Papua New Guinea,No beer with enough votes,-1,-,-,1,3.2855431577936427,0.0,Unknown,Unknown
120,120,701214,Paraguay,No beer with enough votes,-1,-,-,1,2.91470982446031,0.0,0.9420289855072465,2.0869565217391304
121,121,701275,Peru,No beer with enough votes,-1,-,-,1,3.3480431577936427,0.0,0.9207317073170732,0.5304878048780488
122,122,701582,Philippines,No beer with enough votes,-1,-,-,1,3.792408146351996,0.0,1.4454072790294628,2.348353552859619
123,123,703719,Poland,Baladin Xyauyù Barrel,172363,Barley Wine,Le Baladin,12,52.72011008357818,4.393342506964848,0.6203068693137275,1.12094261188081
124,124,728078,Portugal,Franziskaner Hefe-Weissbier / Weissbier Naturtrub,1088,German Hefeweizen,Spaten-Franziskaner-Bräu &#40;InBev&#41;,11,41.61681436941008,3.7833467608554616,1.7275298167957702,2.6403541128734784
125,125,731677,Puerto Rico,No beer with enough votes,-1,-,-,1,4.490020769733941,0.0,1.2972972972972974,3.6283783783783785
126,126,733090,Romania,Ground Zero Morning Glory,300727,India Pale Ale (IPA),Ground Zero,11,38.12744456932597,3.466131324484179,2.0637694851204533,3.1672177609825223
127,127,738073,Russia,Schneider Weisse Aventinus,2224,Weizen Bock,Schneider Weisse G. Schneider & Sohn GmbH,14,57.21896183146025,4.08706870224716,0.9108896379891545,1.145537153744687
128,128,739048,Saint Helena,No beer with enough votes,-1,-,-,1,3.2081888977039568,0.0,2.697986577181208,2.5704697986577187
129,129,739495,Saint Lucia,No beer with enough votes,-1,-,-,1,3.2855431577936427,0.0,0.0,3.0
130,130,739496,Saint Vincent and The Grenadines,No beer with enough votes,-1,-,-,1,3.2855431577936427,0.0,0.0,1.0
131,131,739497,San Marino,No beer with enough votes,-1,-,-,1,4.885543157793642,0.0,0.0,0.5
132,132,739506,Saudi Arabia,No beer with enough votes,-1,-,-,1,2.538174736741012,0.0,1.375,6.214285714285714
133,133,768795,Scotland,Westvleteren 12 (XII),4934,Abt/Quadrupel,Westvleteren Abdij St. Sixtus,34,143.8329147085304,4.230379844368541,1.5088829098975127,2.7074698597219085
134,134,771647,Serbia,Jelen Pivo,12285,Pale Lager,Apatinska Pivara (MolsonCoors),15,38.80669186849537,2.5871127912330247,1.5118653421633554,2.4928256070640176
135,135,773408,Singapore,No beer with enough votes,-1,-,-,1,3.687125436274656,0.0,2.7293233082706765,5.1762740183792815
136,136,774538,Sint Maarten,No beer with enough votes,-1,-,-,1,3.0355431577936427,0.0,0.5,2.0
137,137,784180,Slovak Republic,Stupavar Behind The Hills Smoked Porter 17°,378567,Smoked,Pivovar Stupavar,15,62.67762894108192,4.178508596072128,1.2812424252917345,1.982478617680668
138,138,786104,Slovakia,No beer with enough votes,-1,-,-,1,2.2630431577936423,0.0,0.0826446280991735,0.2066115702479338
139,139,787207,Slovenia,Chimay Bleue (Blue) / Grande Réserve,53,Belgian Strong Ale,Chimay,11,47.15033001834556,4.286393638031414,1.9461713419257007,3.666197335643886
140,140,791918,South Africa,Duvel,1434,Belgian Strong Ale,Duvel Moortgat,16,64.07571424117502,4.004732140073439,1.678357747060037,3.0338353620796368
141,141,793795,South Korea,No beer with enough votes,-1,-,-,2,7.583553922843259,0.0,1.0824324324324324,2.667567567567568
142,142,809262,Spain,Struise Pannepot Grand Reserva,83305,Belgian Strong Ale,De Struise Brouwers,15,63.28345196472242,4.218896797648161,0.8196172864469403,1.327696182055477
143,143,811738,Sudan,No beer with enough votes,-1,-,-,1,3.352209824460309,0.0,0.6666666666666666,1.6666666666666667
144,144,813140,Sweden,AleSmith Speedway Stout - Bourbon Barrel Aged: Vietnamese Coffee,296243,Imperial Stout,AleSmith Brewing Company,11,49.095663732029614,4.463242157457238,1.5424624606690829,1.7812547822289573
145,145,871561,Switzerland,AleSmith Speedway Stout,14232,Imperial Stout,AleSmith Brewing Company,12,52.23937001898391,4.353280834915326,1.7471695562540133,2.7632228192909527
146,146,887802,Syria,No beer with enough votes,-1,-,-,1,2.3355431577936425,0.0,1.0,2.0
147,147,887805,Taiwan,No beer with enough votes,-1,-,-,2,6.580675858070946,0.0,1.222281735404392,2.4483128012854847
148,148,889383,Tajikistan,No beer with enough votes,-1,-,-,1,3.2855431577936427,0.0,0.0,0.0
149,149,889384,Tanzania,No beer with enough votes,-1,-,-,1,3.603724975975461,0.0,0.4166666666666667,2.083333333333333
150,150,889407,Thailand,No beer with enough votes,-1,-,-,1,2.9690331958505043,0.0,1.1465039887376818,2.2277803847958704
151,151,899657,Tibet,No beer with enough votes,-1,-,-,1,3.2855431577936427,0.0,1.0,3.0
152,152,899658,Togo,No beer with enough votes,-1,-,-,1,3.5855431577936425,0.0,1.0,2.5
153,153,899660,Trinidad and Tobago,No beer with enough votes,-1,-,-,1,3.2855431577936427,0.0,3.0,1.6666666666666667
154,154,899663,Tunisia,No beer with enough votes,-1,-,-,3,9.456629473380929,0.0,0.3333333333333333,1.3333333333333333
155,155,900536,Turkey,Efes Pilsen (Pilsener),3922,Pilsener,Anadolu Efes,22,69.64577947735455,3.1657172489706613,2.085968121243794,1.9320616671021689
156,156,903010,Tuvalu,No beer with enough votes,-1,-,-,1,3.2855431577936427,0.0,0.0,3.0
157,157,903011,Uganda,No beer with enough votes,-1,-,-,1,2.548043157793643,0.0,1.5555555555555556,3.4444444444444446
158,158,904054,Ukraine,Lvivske Porter,25805,Baltic Porter,Lvivska Pivovarnya (Carlsberg),11,38.31788709135722,3.4834442810324746,1.101921470342523,1.56390977443609
159,159,905185,United Arab Emirates,No beer with enough votes,-1,-,-,1,3.785543157793642,0.0,1.0,1.8333333333333333
160,160,917974,"United States, Alabama",Westvleteren Extra 8,4935,Belgian Strong Ale,Westvleteren Abdij St. Sixtus,11,46.083639380982376,4.1894217619074885,1.6514898300248644,3.193412953980353
161,161,918727,"United States, Alaska",Alaskan Smoked Porter,16,Smoked,Alaskan Brewing Company,13,50.52030995092766,3.886177688532897,1.428245777639623,2.575898870583359
162,162,946156,"United States, Arizona",Westvleteren 12 (XII),4934,Abt/Quadrupel,Westvleteren Abdij St. Sixtus,32,136.04108617555363,4.251283942986051,1.8298468434815087,4.09956730170589
163,163,950009,"United States, Arkansas",Rochefort Trappistes 10,2360,Abt/Quadrupel,Brasserie Rochefort,13,54.35925064280984,4.18148081867768,1.6923433874709977,3.769528228924981
164,164,977438,"United States, California",Hair of the Dog Dave,23897,Barley Wine,Hair of the Dog Brewing Company,15,64.49888068731867,4.299925379154578,1.7240973928419272,3.3458752830907907
165,165,1052038,"United States, Colorado",Westvleteren 12 (XII),4934,Abt/Quadrupel,Westvleteren Abdij St. Sixtus,47,200.48155292702543,4.265564955894159,2.0943925803892856,3.79241302964532
166,166,1065684,"United States, Connecticut",Westvleteren 12 (XII),4934,Abt/Quadrupel,Westvleteren Abdij St. Sixtus,12,51.10370122125835,4.258641768438196,1.7792371545655143,3.179573394977409
167,167,1071586,"United States, Delaware",Rochefort Trappistes 10,2360,Abt/Quadrupel,Brasserie Rochefort,12,49.606742012287015,4.133895167690585,1.877479160678356,3.536289163552745
168,168,1105761,"United States, Florida",Westvleteren 12 (XII),4934,Abt/Quadrupel,Westvleteren Abdij St. Sixtus,94,398.9816783780889,4.244485940192435,1.8263466506294168,3.5054262400393643
169,169,1128509,"United States, Georgia",Westvleteren 12 (XII),4934,Abt/Quadrupel,Westvleteren Abdij St. Sixtus,40,169.85219436796606,4.246304859199151,1.8554980285451543,3.689669072723379
170,170,1129290,"United States, Hawaii",No beer with enough votes,-1,-,-,1,3.0418324659697427,0.0,1.735266604303087,3.600093545369504
171,171,1131382,"United States, Idaho",AleSmith Speedway Stout,14232,Imperial Stout,AleSmith Brewing Company,15,63.576729339325375,4.238448622621692,1.6506198679761712,3.3025009391939038
172,172,1161254,"United States, Illinois",Goose Island Bourbon County Stout - Rare 2010,116684,Imperial Stout,Goose Island Beer Company &#40;AB-InBev&#41;,39,168.5021814187108,4.320568754325918,1.9283075283968865,3.9312689384175648
173,173,1210318,"United States, Indiana",Westvleteren 12 (XII),4934,Abt/Quadrupel,Westvleteren Abdij St. Sixtus,46,194.38569210819543,4.225775915395553,1.787375590002498,3.373670440053117
174,174,1215844,"United States, Iowa",Goose Island Bourbon County Stout - Coffee,66358,Imperial Stout,Goose Island Beer Company &#40;AB-InBev&#41;,12,50.61965125791109,4.218304271492591,1.7949003451731431,3.6156608395501615
175,175,1235016,"United States, Kansas",Westvleteren 12 (XII),4934,Abt/Quadrupel,Westvleteren Abdij St. Sixtus,12,52.06207219664378,4.338506016386982,1.7617775095901038,3.917029438386277
176,176,1247957,"United States, Kentucky",Westvleteren 12 (XII),4934,Abt/Quadrupel,Westvleteren Abdij St. Sixtus,16,71.06044318511908,4.441277699069943,1.4147935087532404,2.8289123255566206
177,177,1249093,"United States, Louisiana",Beamish Irish Stout,1,Dry Stout,Heineken Ireland,11,44.584690566192535,4.053153687835685,1.9057344854674,3.129178668063193
178,178,1260451,"United States, Maine",Rochefort Trappistes 10,2360,Abt/Quadrupel,Brasserie Rochefort,11,44.92657153815394,4.084233776195813,1.8514153425234137,4.051141744712196
179,179,1287220,"United States, Maryland",Westvleteren 12 (XII),4934,Abt/Quadrupel,Westvleteren Abdij St. Sixtus,45,192.02968886778748,4.267326419284166,1.7794901506373118,3.43051371185786
180,180,1303573,"United States, Massachusetts",Westvleteren 12 (XII),4934,Abt/Quadrupel,Westvleteren Abdij St. Sixtus,34,142.55437345772287,4.1927756899330255,2.002419242895953,3.748339249241508
181,181,1313560,"United States, Michigan",Goose Island Bourbon County Stout - Rare 2010,116684,Imperial Stout,Goose Island Beer Company &#40;AB-InBev&#41;,13,54.50360323394512,4.192584864149624,2.164158965927774,4.044821134984977
182,182,1341340,"United States, Minnesota",Goose Island Bourbon County Stout - Rare 2010,116684,Imperial Stout,Goose Island Beer Company &#40;AB-InBev&#41;,15,64.6813648085655,4.3120909872377,1.7710333830207647,3.430963358408153
183,183,1363579,"United States, Mississippi",Samuel Smiths Oatmeal Stout,87,Sweet Stout,Samuel Smith,12,49.00870341195784,4.084058617663153,1.501865671641791,3.286780383795309
184,184,1380332,"United States, Missouri",Westvleteren 12 (XII),4934,Abt/Quadrupel,Westvleteren Abdij St. Sixtus,25,107.3613585533664,4.294454342134657,1.7562546247225166,3.699658020518769
185,185,1380769,"United States, Montana",No beer with enough votes,-1,-,-,1,3.3401177966379447,0.0,1.8182549256131888,3.6437474869320474
186,186,1387410,"United States, Nebraska",Goose Island Bourbon County Stout,8909,Imperial Stout,Goose Island Beer Company &#40;AB-InBev&#41;,15,66.03513686352292,4.402342457568195,1.6984825299668451,3.13861259882683
187,187,1393131,"United States, Nevada",AleSmith Speedway Stout,14232,Imperial Stout,AleSmith Brewing Company,12,51.07390031816453,4.256158359847045,1.1906573991379643,3.0542461072496407
188,188,1419769,"United States, New Hampshire",Portsmouth Kate The Great Russian Imperial Stout,51898,Imperial Stout,Portsmouth Brewery,11,46.55769701984427,4.232517910894933,2.0747618618347907,3.688842813786472
189,189,1460712,"United States, New Jersey",Westvleteren Extra 8,4935,Belgian Strong Ale,Westvleteren Abdij St. Sixtus,41,172.20140436992244,4.2000342529249375,1.4757638954719248,2.9416058394160585
190,190,1462016,"United States, New Mexico",Arrogant Bastard Ale,1315,American Strong Ale,Arrogant Brewing,12,49.69268238140142,4.141056865116785,1.8546511627906976,3.4111027756939234
191,191,1478838,"United States, New York",Goose Island Bourbon County Stout - Rare 2010,116684,Imperial Stout,Goose Island Beer Company &#40;AB-InBev&#41;,12,51.93997996394798,4.328331663662332,1.6616377292727365,3.327992337771761
192,192,1526336,"United States, North Carolina",Rochefort Trappistes 10,2360,Abt/Quadrupel,Brasserie Rochefort,69,290.6503325734188,4.21232366048433,1.7968256596454295,3.38791054131728
193,193,1534312,"United States, North Dakota",No beer with enough votes,-1,-,-,1,3.650801869514868,0.0,1.1103047895500726,2.7503628447024675
194,194,1549084,"United States, Ohio",Goose Island Bourbon County Stout - Rare 2010,116684,Imperial Stout,Goose Island Beer Company &#40;AB-InBev&#41;,16,69.36436299652604,4.3352726872828775,1.7985976540834423,3.795358837586705
195,195,1576120,"United States, Oklahoma",Rochefort Trappistes 10,2360,Abt/Quadrupel,Brasserie Rochefort,17,73.8990857430676,4.347005043709859,1.7886112619952923,3.4254028607640774
