country,neg_words,pos_words,nb_review
Afghanistan,2.0,0.0,1
Albania,1.0,2.0,2
Argentina,0.42857142857142855,0.7142857142857143,7
Ascension Island,1.0,4.0,2
Australia,1.8921370967741935,3.3014112903225805,992
Austria,2.7302405498281788,3.0962199312714778,582
Azerbaijan,1.0,3.5,2
Belarus,1.1081081081081081,1.2972972972972974,222
Belgium,1.8251748251748252,2.627930892636775,4862
Bermuda,1.5789473684210527,2.6842105263157894,19
Bolivia,2.857142857142857,3.7142857142857144,7
Brazil,0.5252525252525253,1.1515151515151516,198
Bulgaria,0.5,2.2142857142857144,14
Cambodia,2.1481481481481484,2.888888888888889,27
Canada,1.7477586206896552,2.8608620689655173,5800
Cayman Islands,2.0,2.0,1
Chile,2.3333333333333335,4.083333333333333,24
China,1.1935483870967742,2.129032258064516,31
Colombia,1.5833333333333333,4.5,12
Croatia,2.1509686038744156,2.6285905143620574,1497
Cyprus,0.7611940298507462,1.8656716417910448,67
Czech Republic,1.4015645371577574,1.8135593220338984,767
Denmark,1.3743104806934594,2.1174152876280536,13959
Dominican Republic,0.1111111111111111,0.1111111111111111,27
Ecuador,1.25,2.0,4
El Salvador,0.96875,1.5,32
England,1.7291917973462003,2.7777442702050665,6632
Estonia,2.1697319506945805,3.009098023870084,10222
Faroe Islands,1.642570281124498,3.2008032128514055,249
Finland,1.4826057298772168,2.0990222828558434,8796
France,0.9485562562230335,1.4340081867463215,9039
Germany,1.2020567510950295,1.8200342791849171,5251
Greece,1.445945945945946,2.722972972972973,148
Greenland,0.0,0.0,9
Guam,0.0,1.0,1
Guatemala,0.0,0.0,1
Hong Kong,8.395061728395062,13.444444444444445,81
Hungary,0.8970976253298153,1.6939313984168864,758
Iceland,1.3191489361702127,2.021276595744681,47
India,1.25,2.6,20
Indonesia,0.3333333333333333,1.3333333333333333,3
Ireland,1.5289855072463767,2.9927536231884058,138
Isle of Man,0.0,1.0,1
Israel,1.691068814055637,1.6676427525622255,683
Italy,0.9607032057911065,1.563598759048604,967
Japan,1.5640449438202246,3.4426966292134833,445
Jersey,2.6666666666666665,2.6666666666666665,3
Kazakhstan,1.0,2.5,2
Kenya,1.5,5.5,2
Laos,3.0,1.0,1
Latvia,1.6228287841191067,2.466501240694789,403
Lithuania,1.5826086956521739,3.1913043478260867,115
Luxembourg,1.5666666666666667,3.033333333333333,60
Macedonia,0.5,3.0,2
Malaysia,3.2083333333333335,2.767156862745098,408
Marshall Islands,0.7111111111111111,0.8222222222222222,45
Mexico,0.8076923076923077,2.1666666666666665,78
Moldova,1.891304347826087,2.3260869565217392,138
Monaco,0.0,0.0,1
Mozambique,0.8974358974358975,1.9230769230769231,39
Nepal,1.0,2.8,5
Netherlands,1.6262068965517242,2.4162452107279693,6525
New Zealand,1.6025641025641026,2.423076923076923,234
North Korea,1.1,1.8,10
Northern Ireland,1.5217391304347827,2.463768115942029,69
Norway,1.5880289922843114,2.5898994622398877,4277
Pakistan,0.0,6.0,1
Panama,2.0,2.0,1
Paraguay,0.0,0.0,1
Peru,1.0,0.0,1
Philippines,1.0,1.5,4
Poland,0.7735393529695799,1.3887011105746017,2071
Portugal,1.5414364640883977,2.5994475138121547,362
Puerto Rico,0.0,3.5,2
Romania,2.310077519379845,3.0,129
Russia,0.9590909090909091,0.9818181818181818,220
Saint Helena,1.5,3.0,2
Scotland,1.3179245283018868,2.1915094339622643,1060
Serbia,1.8311688311688312,2.74025974025974,77
Singapore,2.227272727272727,4.5,22
Sint Maarten,0.0,0.0,1
Slovak Republic,1.3161382769120544,1.9892530897367007,5583
Slovakia,0.0425531914893617,0.14893617021276595,47
Slovenia,1.769736842105263,3.4473684210526314,456
South Africa,1.558139534883721,3.0813953488372094,86
South Korea,1.4166666666666667,1.9166666666666667,12
Spain,0.9048672566371682,1.3008849557522124,1356
Sweden,1.489775660115148,1.6484018264840183,5037
Switzerland,1.46,2.276,1750
Taiwan,1.3055555555555556,2.3055555555555554,36
Tanzania,0.3333333333333333,2.1666666666666665,6
Thailand,1.1674528301886793,2.0660377358490565,424
Trinidad and Tobago,6.0,4.0,1
Turkey,3.101123595505618,1.550561797752809,89
Uganda,1.0,2.0,1
Ukraine,1.3880597014925373,1.6119402985074627,67
"United States, Alabama",1.6061946902654867,2.7876106194690267,226
"United States, Alaska",1.1466666666666667,1.7733333333333334,75
"United States, Arizona",1.9399293286219081,4.144876325088339,283
"United States, Arkansas",2.4615384615384617,4.3076923076923075,26
"United States, California",1.8319185059422751,3.275042444821732,1767
"United States, Colorado",2.302788844621514,3.7729083665338647,502
"United States, Connecticut",1.8503401360544218,3.272108843537415,147
"United States, Delaware",2.0,3.8125,48
"United States, Florida",1.6326276463262765,3.016189290161893,803
"United States, Georgia",1.8057553956834533,3.658273381294964,278
"United States, Hawaii",1.4736842105263157,3.0526315789473686,19
"United States, Idaho",1.5060240963855422,2.9036144578313254,166
"United States, Illinois",1.8911917098445596,3.523316062176166,772
"United States, Indiana",1.7701421800947867,3.1872037914691944,422
"United States, Iowa",1.8636363636363635,4.292929292929293,198
"United States, Kansas",1.85,3.84,100
"United States, Kentucky",1.4782608695652173,2.540372670807453,161
"United States, Louisiana",1.8305084745762712,3.5254237288135593,59
"United States, Maine",1.5714285714285714,2.877551020408163,49
"United States, Maryland",1.5858369098712446,3.236051502145923,466
"United States, Massachusetts",1.8529411764705883,3.480392156862745,306
"United States, Michigan",2.070063694267516,3.643312101910828,314
"United States, Minnesota",1.738197424892704,3.4892703862660945,466
"United States, Mississippi",1.3333333333333333,2.9444444444444446,18
"United States, Missouri",1.7085427135678393,3.4271356783919598,199
"United States, Montana",3.533333333333333,3.2,15
"United States, Nebraska",1.5517241379310345,3.3908045977011496,87
"United States, Nevada",1.3470588235294119,2.847058823529412,170
"United States, New Hampshire",1.6641221374045803,3.2290076335877864,131
"United States, New Jersey",1.5021276595744681,2.9191489361702128,470
"United States, New Mexico",1.5789473684210527,3.289473684210526,38
"United States, New York",1.6530880420499343,2.943495400788436,761
"United States, North Carolina",1.665289256198347,3.0020661157024793,484
"United States, North Dakota",0.8461538461538461,2.4615384615384617,13
"United States, Ohio",1.6793893129770991,3.486641221374046,524
"United States, Oklahoma",1.7166666666666666,3.8666666666666667,60
"United States, Oregon",1.4504132231404958,3.1198347107438016,242
"United States, Pennsylvania",1.9676300578034682,3.1109826589595375,865
"United States, Rhode Island",1.5555555555555556,2.388888888888889,18
"United States, South Carolina",1.7647058823529411,3.8823529411764706,68
"United States, South Dakota",2.5,3.3333333333333335,6
"United States, Tennessee",1.4440298507462686,2.8134328358208953,268
"United States, Texas",1.4968474148802018,2.248423707440101,793
"United States, Utah",1.8409090909090908,3.022727272727273,44
"United States, Vermont",1.8409090909090908,4.590909090909091,44
"United States, Virginia",1.7694974003466204,3.019064124783362,577
"United States, Washington",1.639905548996458,2.84297520661157,847
"United States, West Virginia",1.103448275862069,3.0,29
"United States, Wisconsin",2.0722543352601157,3.6445086705202314,346
"United States, Wyoming",1.0,5.8,5
Uruguay,0.25,0.25,4
Venezuela,5.088235294117647,5.676470588235294,34
Wales,0.6111111111111112,2.8333333333333335,18
nan,2.0,3.6,5
